,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,SPREAD
504,718,621f79e243b89009366c8acf,2021-08-20T22:00:00.000Z,Suga#8514,iviangita#3204,for the latest Medium blog post and the WG weekly update,13,8,5,eduardovegap#0422,tigeroid#2951,Mettodo#7010,8,8
505,17,621f79e143b89009366c875e,2021-08-02T22:00:00.000Z,anna-marie#8824,liviade#1387,for sharing her constructive criticism and helping so much to identify points that need to be improved in our org dev 🙏,13,13,5,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,10,8
507,790,621f79e243b89009366c8b48,2021-08-23T22:00:00.000Z,eduardovegap#0422,liviade#1387,"for looking out for the TEC community, for raising questions until he has a satisfactory answer and for speaking his mind. It's beautiful to see his deep involvement with the TEC ✨",8,5,13,PhilH#1102,Parrachia#0450,kristofer#1475,8,8
508,978,621f79e243b89009366c8c0f,2021-08-26T22:00:00.000Z,anna-marie#8824,iviangita#3204,for onboarding and all the inclusion initiatives you’re taking on,13,5,8,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,8,8
511,996,621f79e243b89009366c8c21,2021-08-26T22:00:00.000Z,Tam2140#9361,iviangita#3204,for being so efficient in communications and making herself available,8,5,13,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,8,8
513,742,621f79e243b89009366c8b18,2021-08-23T22:00:00.000Z,chuygarcia.eth#6692,anna-marie#8824,for volunteering to host a show and tell at dOrg!,13,13,21,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,15,8
514,720,621f79e243b89009366c8ad1,2021-08-21T22:00:00.000Z,markop#2007,Zeptimus#3359,for doing user testing on snapshot on sunday 😄,13,13,21,AmwFund#0979,Parrachia#0450,Usua◎ Silver#2618,15,8
515,251,621f79e143b89009366c88c0,2021-08-09T22:00:00.000Z,anna-marie#8824,Alp#3768,for working on bettering onboarding members to TEC and sharing an incredibly detailed forum post on the topic,13,5,5,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,7,8
517,722,621f79e243b89009366c8ad6,2021-08-22T22:00:00.000Z,Zeptimus#3359,iviangita#3204,"for another hack session! It's so fun to work with you, I don't feel like working at all 😄",5,13,13,AmwFund#0979,Mount Manu#3530,calazki#3961,10,8
518,1143,621f79e243b89009366c8cc8,2021-08-30T22:00:00.000Z,Cyber Rabbit#3221,Suga#8514,for attending the SoftGov call this week and engaging with me as guest host on a discussion of “intellectual humility”.,13,5,8,teaci#6108,Zeptimus#3359,bends#3537,8,8
519,726,621f79e243b89009366c8ada,2021-08-22T22:00:00.000Z,Zeptimus#3359,liviade#1387,for working on the snapshot set up!,8,5,13,AmwFund#0979,Mount Manu#3530,calazki#3961,8,8
521,986,621f79e243b89009366c8c17,2021-08-26T22:00:00.000Z,eduardovegap#0422,iviangita#3204,for the proposal framework,13,5,8,PhilH#1102,Parrachia#0450,kristofer#1475,8,8
522,987,621f79e243b89009366c8c18,2021-08-26T22:00:00.000Z,natesuits#4789,iviangita#3204,for all the engagement in the forum,13,5,5,innov8tor3#3988,Parrachia#0450,calazki#3961,7,8
523,228,621f79e143b89009366c883e,2021-08-05T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for helping me with the Community Call praise 🙌,8,5,13,PhilH#1102,Parrachia#0450,divine_comedian#5493,8,8
524,988,621f79e243b89009366c8c19,2021-08-26T22:00:00.000Z,Juankbell#7458,iviangita#3204,for reviewing the rules and boundaries for platform admins,8,13,5,eduardovegap#0422,Mount Manu#3530,kristofer#1475,8,8
525,249,621f79e143b89009366c8874,2021-08-08T22:00:00.000Z,Mount Manu#3530,Juankbell#7458,for offering to help with some Gravity issues on zenhub (all for preparing the Graviton trainings),5,13,5,PhilH#1102,Parrachia#0450,divine_comedian#5493,7,8
527,42,621f79e143b89009366c8777,2021-08-03T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for his expedience and patience in answering all my questions regarding user testing / Figma graph functionality!,5,13,8,PhilH#1102,acidlazzer#5796,calazki#3961,8,8
529,197,621f79e143b89009366c8816,2021-08-05T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for a very productive 1-on-1 sync with Chuy 👌🏻,5,13,13,PhilH#1102,Parrachia#0450,divine_comedian#5493,10,8
531,282,621f79e243b89009366c88f4,2021-08-11T22:00:00.000Z,Nuggan#5183,karmaticacid#1218,for awesome hatch memes,13,5,5,Sha#6179,Tam2140#9361,bends#3537,7,8
533,628,621f79e243b89009366c8a67,2021-08-19T22:00:00.000Z,natesuits#4789,Mount Manu#3530,for constantly doing a great job on the Spotlight section,13,13,21,innov8tor3#3988,Parrachia#0450,calazki#3961,15,8
534,629,621f79e243b89009366c8a68,2021-08-19T22:00:00.000Z,David (please DYOR...)#4116,Mount Manu#3530,"for the really great work on Twitter, engaging with everyone",8,13,5,teaci#6108,Zeptimus#3359,kristofer#1475,8,8
535,1124,621f79e243b89009366c8cb4,2021-08-30T22:00:00.000Z,karmaticacid#1218,chuygarcia.eth#6692,for attending our Comms WG and enriching our proposal for the commsdao,13,5,5,innov8tor3#3988,acidlazzer#5796,bends#3537,7,8
536,632,621f79e243b89009366c8a6b,2021-08-19T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for all their work in Parameters,5,5,13,PhilH#1102,acidlazzer#5796,calazki#3961,7,8
538,176,621f79e143b89009366c8801,2021-08-05T22:00:00.000Z,DanKnobelsdorf#0326,Mount Manu#3530,for reaching out to soft-commit Hatchers,5,13,5,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,7,8
541,973,621f79e243b89009366c8c0a,2021-08-26T22:00:00.000Z,liviade#1387,iviangita#3204,"for setting up the foundation for soft gov, there’s just so much work being done in soft gov, and for taking some time off this week",13,5,5,Sha#6179,tigeroid#2951,Mettodo#7010,7,8
543,803,621f79e243b89009366c8b56,2021-08-24T22:00:00.000Z,eduardovegap#0422,Suga#8514,for that impressively constructive call on community building!,5,13,5,PhilH#1102,Parrachia#0450,kristofer#1475,7,8
548,254,621f79e243b89009366c88d8,2021-08-11T22:00:00.000Z,anna-marie#8824,trangnv#2156,for an informative AMA session,13,8,5,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,8,8
550,188,621f79e143b89009366c880d,2021-08-05T22:00:00.000Z,Tam2140#9361,Mount Manu#3530,for giving Santi a ride back home after an ETHCC party 🎠,5,5,13,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,7,8
552,917,621f79e243b89009366c8bd2,2021-08-26T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for keeping a bird’s eye view and taking care of everyone,8,13,5,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,8,8
555,372,621f79e243b89009366c8950,2021-08-12T22:00:00.000Z,Juankbell#7458,iviangita#3204,for backing up the Community Call video,5,13,5,eduardovegap#0422,Mount Manu#3530,kristofer#1475,7,8
556,493,621f79e243b89009366c89e0,2021-08-16T22:00:00.000Z,Nuggan#5183,"griff (💜, 💜)#8888",for diving into the 4-hour hack sesh on sunday! So much progress made!,21,13,21,Sha#6179,Tam2140#9361,bends#3537,18,8
557,495,621f79e243b89009366c89e2,2021-08-16T22:00:00.000Z,Mount Manu#3530,"griff (💜, 💜)#8888",for taking on the Comms call for Chuy,5,13,8,PhilH#1102,Parrachia#0450,divine_comedian#5493,8,8
558,914,621f79e243b89009366c8bcf,2021-08-26T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for editing the post-Hatch blog article,13,21,21,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,18,8
560,869,621f79e243b89009366c8ba2,2021-08-26T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for getting acidlazzer involved in their projects this week,13,8,5,innov8tor3#3988,acidlazzer#5796,bends#3537,8,8
561,123,621f79e143b89009366c87cc,2021-08-05T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for helping with the hatchers outreach,5,8,13,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,8,8
564,865,621f79e243b89009366c8b9e,2021-08-26T22:00:00.000Z,pKrepe#5682,iviangita#3204,for being our developer ninjas,21,21,13,Sha#6179,acidlazzer#5796,bends#3537,18,8
565,361,621f79e243b89009366c8945,2021-08-12T22:00:00.000Z,iviangita#3204,shawn#7046,"for discussing about keeping a list of the translated documents versions, and recommend some great introduction articles about TEC",13,13,5,innov8tor3#3988,Zeptimus#3359,enti#1546,10,8
570,481,621f79e243b89009366c89d3,2021-08-15T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for working on the Twitter content plan this week,5,13,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,8,8
574,397,621f79e243b89009366c8969,2021-08-12T22:00:00.000Z,anna-marie#8824,iviangita#3204,for spearheading the inclusion initiatives,13,5,5,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,7,8
575,396,621f79e243b89009366c8968,2021-08-12T22:00:00.000Z,mateodaza#3156,iviangita#3204,for helping Nate with all the boardroom projects,5,5,13,PhilH#1102,Tam2140#9361,Usua◎ Silver#2618,7,8
577,899,621f79e243b89009366c8bc0,2021-08-26T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for all their work in the params,13,5,8,innov8tor3#3988,acidlazzer#5796,bends#3537,8,8
580,385,621f79e243b89009366c895d,2021-08-12T22:00:00.000Z,Suga#8514,iviangita#3204,for their work in Hatchers Outreach,8,13,5,eduardovegap#0422,tigeroid#2951,Mettodo#7010,8,8
582,384,621f79e243b89009366c895c,2021-08-12T22:00:00.000Z,liviade#1387,iviangita#3204,for their work in Hatchers Outreach,13,8,5,Sha#6179,tigeroid#2951,Mettodo#7010,8,8
584,472,621f79e243b89009366c89c8,2021-08-13T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for Twitter support during the Hatch period 🙏🏼,5,13,13,teaci#6108,Zeptimus#3359,kristofer#1475,10,8
586,942,621f79e243b89009366c8beb,2021-08-26T22:00:00.000Z,liviade#1387,iviangita#3204,for posting proposals for Hatch DAO,8,13,5,Sha#6179,tigeroid#2951,Mettodo#7010,8,8
587,476,621f79e243b89009366c89ce,2021-08-15T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for reviewing the forum post for credentials management process,8,5,13,AmwFund#0979,Mount Manu#3530,calazki#3961,8,8
588,889,621f79e243b89009366c8bb6,2021-08-26T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for always being around to help,13,5,5,AmwFund#0979,Mount Manu#3530,calazki#3961,7,8
590,447,621f79e243b89009366c89ae,2021-08-12T22:00:00.000Z,akrtws (TE Academy)#4246,anna-marie#8824,for the governauts research project,13,21,21,eduardovegap#0422,Mount Manu#3530,Usua◎ Silver#2618,18,8
591,91,621f79e143b89009366c87ac,2021-08-04T22:00:00.000Z,chuygarcia.eth#6692,acidlazzer#5796,for his awesome job with the TEC Aftermovie video!,13,21,21,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,18,8
592,544,621f79e243b89009366c8a13,2021-08-18T22:00:00.000Z,ddan#2489,Juankbell#7458,for helping to make possible the second Graviton training! thank you for all your support and guidance,13,5,8,teaci#6108,Zeptimus#3359,divine_comedian#5493,8,8
593,353,621f79e243b89009366c893d,2021-08-12T22:00:00.000Z,ddan#2489,iviangita#3204,for helping to make the 2nd Graviton Training possible,13,5,8,teaci#6108,Zeptimus#3359,divine_comedian#5493,8,8
595,348,621f79e243b89009366c8938,2021-08-12T22:00:00.000Z,liviade#1387,iviangita#3204,for helping in so many processes,13,5,5,Sha#6179,tigeroid#2951,Mettodo#7010,7,8
596,87,621f79e143b89009366c87a8,2021-08-04T22:00:00.000Z,Mount Manu#3530,Nuggan#5183,for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities,13,13,21,PhilH#1102,Parrachia#0450,divine_comedian#5493,15,8
597,171,621f79e143b89009366c87fc,2021-08-05T22:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for some much-deserved vacations! 🌞 😎 🏖️,5,8,13,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,8,8
599,945,621f79e243b89009366c8bee,2021-08-26T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,for doing a lot of behind the scenes stuff supporting info going into the reward system,5,13,13,Sha#6179,acidlazzer#5796,Usua◎ Silver#2618,10,8
604,342,621f79e243b89009366c8932,2021-08-12T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for working on the Config Dashboard,13,21,21,PhilH#1102,acidlazzer#5796,calazki#3961,18,8
605,329,621f79e243b89009366c8925,2021-08-12T22:00:00.000Z,liviade#1387,iviangita#3204,for holding down the fort for Suga when she was out of the loop,13,5,5,Sha#6179,tigeroid#2951,Mettodo#7010,7,8
606,90,621f79e143b89009366c87ab,2021-08-04T22:00:00.000Z,Juankbell#7458,Zeptimus#3359,for prepare the advice process slide 🌞,8,13,5,eduardovegap#0422,Mount Manu#3530,kristofer#1475,8,8
608,356,621f79e243b89009366c8940,2021-08-12T22:00:00.000Z,liviade#1387,iviangita#3204,for helping to make the 2nd Graviton Training possible,13,8,5,Sha#6179,tigeroid#2951,Mettodo#7010,8,8
609,545,621f79e243b89009366c8a14,2021-08-18T22:00:00.000Z,mheuer#9922,Juankbell#7458,for helping to make possible the second Graviton training! thank you for all your support and guidance,21,13,13,innov8tor3#3988,Zeptimus#3359,bends#3537,15,8
610,101,621f79e143b89009366c87b6,2021-08-05T22:00:00.000Z,liviade#1387,iviangita#3204,for coming to the Hatch Party and helping get extra people putting tokens into TEC,13,8,5,Sha#6179,tigeroid#2951,Mettodo#7010,8,8
611,102,621f79e143b89009366c87b7,2021-08-05T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for coming to the Hatch Party and helping get extra people putting tokens into TEC,8,13,5,AmwFund#0979,Mount Manu#3530,calazki#3961,8,8
612,763,621f79e243b89009366c8b2d,2021-08-23T22:00:00.000Z,mateodaza#3156,liviade#1387,for joining softgov today 💙,1,1,8,PhilH#1102,Tam2140#9361,Usua◎ Silver#2618,3,7
613,662,621f79e243b89009366c8a89,2021-08-19T22:00:00.000Z,Tam2140#9361,Mount Manu#3530,for their articles in the forum ✍🏻,8,1,8,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,5,7
614,660,621f79e243b89009366c8a87,2021-08-19T22:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for their contributions in Comms 📡,1,5,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,4,7
615,732,621f79e243b89009366c8b0c,2021-08-22T22:00:00.000Z,David (please DYOR...)#4116,Mount Manu#3530,for joining the Comms Content Hack Session,3,8,1,teaci#6108,Zeptimus#3359,kristofer#1475,4,7
616,127,621f79e143b89009366c87d0,2021-08-05T22:00:00.000Z,Juankbell#7458,iviangita#3204,for meeting Eduardo in person,1,8,3,eduardovegap#0422,Mount Manu#3530,kristofer#1475,4,7
617,270,621f79e243b89009366c88e8,2021-08-11T22:00:00.000Z,trangnv#2156,anna-marie#8824,for attending an onboarding call,1,5,8,Sha#6179,acidlazzer#5796,Usua◎ Silver#2618,4,7
618,170,621f79e143b89009366c87fb,2021-08-05T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for their contributions in Comms,8,5,1,PhilH#1102,Parrachia#0450,divine_comedian#5493,4,7
619,10,621f79e143b89009366c8757,2021-08-01T22:00:00.000Z,Zeptimus#3359,Zeptimus#3359,for joining the transparency call and participate with great feedback!!⚡,1,5,8,AmwFund#0979,Mount Manu#3530,calazki#3961,4,7
620,28,621f79e143b89009366c8769,2021-08-02T22:00:00.000Z,chuygarcia.eth#6692,chuygarcia.eth#6692,"for attending the comms weekly wg, missed all of you tons 🥲",1,1,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,3,7
621,1020,621f79e243b89009366c8c39,2021-08-26T22:00:00.000Z,ALOYSIOUS#3049,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,8,Sha#6179,Tam2140#9361,Usua◎ Silver#2618,3,7
622,300,621f79e243b89009366c8908,2021-08-12T22:00:00.000Z,Tam2140#9361,iviangita#3204,for their support to Chuy,5,1,8,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,4,7
623,1016,621f79e243b89009366c8c35,2021-08-26T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,5,8,Sha#6179,acidlazzer#5796,Usua◎ Silver#2618,4,7
624,998,621f79e243b89009366c8c23,2021-08-26T22:00:00.000Z,ALOYSIOUS#3049,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,8,Sha#6179,Tam2140#9361,Usua◎ Silver#2618,3,7
625,792,621f79e243b89009366c8b4a,2021-08-23T22:00:00.000Z,chuygarcia.eth#6692,liviade#1387,for joining soft gov from the beach today! great vibes 😎,1,1,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,3,7
626,417,621f79e243b89009366c897d,2021-08-12T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,5,8,Sha#6179,acidlazzer#5796,Usua◎ Silver#2618,4,7
627,242,621f79e143b89009366c884c,2021-08-05T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,1,8,8,AmwFund#0979,Mount Manu#3530,calazki#3961,5,7
628,451,621f79e243b89009366c89b2,2021-08-12T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,1,8,3,AmwFund#0979,Mount Manu#3530,calazki#3961,4,7
629,1100,621f79e243b89009366c8c9a,2021-08-29T22:00:00.000Z,DanKnobelsdorf#0326,akrtws (TE Academy)#4246,for being by far the best singer in TE Commons 🤩 🎼 🍻,5,8,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,4,7
630,997,621f79e243b89009366c8c22,2021-08-26T22:00:00.000Z,Peter (porobov.eth) 🤖#3488,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,5,8,eduardovegap#0422,acidlazzer#5796,Usua◎ Silver#2618,4,7
631,684,621f79e243b89009366c8a9f,2021-08-19T22:00:00.000Z,Mount Manu#3530,Zeptimus#3359,for trying so hard to get engagement on the dashboard going beyond and offering money and for questioning those methods and see how can that affect in the future. Both of you nice job!,8,8,1,PhilH#1102,Parrachia#0450,divine_comedian#5493,5,7
632,149,621f79e143b89009366c87e6,2021-08-05T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,1,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,3,7
633,215,621f79e143b89009366c8830,2021-08-05T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for attending the Legal WG meeting,1,1,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,3,7
634,857,621f79e243b89009366c8b96,2021-08-26T22:00:00.000Z,storypup#2167,iviangita#3204,for gathering for kick-off meeting for the TEC agreements,3,8,1,Sha#6179,Mount Manu#3530,kristofer#1475,4,7
635,1101,621f79e243b89009366c8c9b,2021-08-29T22:00:00.000Z,iviangita#3204,thiago.rossi#1714,for helping with my noob mistakes 😅,8,8,1,innov8tor3#3988,Zeptimus#3359,enti#1546,5,7
636,130,621f79e143b89009366c87d3,2021-08-05T22:00:00.000Z,Suga#8514,iviangita#3204,for meeting Eduardo in person,1,8,1,eduardovegap#0422,tigeroid#2951,Mettodo#7010,3,7
637,1005,621f79e243b89009366c8c2a,2021-08-26T22:00:00.000Z,fabiomendes#4802,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,8,Sha#6179,Tam2140#9361,Usua◎ Silver#2618,3,7
638,1008,621f79e243b89009366c8c2d,2021-08-26T22:00:00.000Z,Kris#8703,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,8,teaci#6108,Tam2140#9361,Usua◎ Silver#2618,3,7
639,103,621f79e143b89009366c87b8,2021-08-05T22:00:00.000Z,Juankbell#7458,iviangita#3204,for coming to the Hatch Party and helping get extra people putting tokens into TEC,8,8,1,eduardovegap#0422,Mount Manu#3530,kristofer#1475,5,7
640,894,621f79e243b89009366c8bbb,2021-08-26T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for all the upcoming comms projects that Chuy is excited about,1,1,8,PhilH#1102,Parrachia#0450,divine_comedian#5493,3,7
641,767,621f79e243b89009366c8b31,2021-08-23T22:00:00.000Z,chuygarcia.eth#6692,liviade#1387,for joining softgov today 💙,1,1,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,3,7
642,1015,621f79e243b89009366c8c34,2021-08-26T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,3,7
643,464,621f79e243b89009366c89bf,2021-08-13T22:00:00.000Z,Tam2140#9361,EvoMensch#5604,for and especially for helping me out in a moment of stress and guiding me through the Hatch process. Much appreciated!,8,1,5,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,4,7
644,1025,621f79e243b89009366c8c3e,2021-08-26T22:00:00.000Z,fabiomendes#4802,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,8,Sha#6179,Tam2140#9361,Usua◎ Silver#2618,3,7
645,1045,621f79e243b89009366c8c62,2021-08-26T22:00:00.000Z,ZER8🧠#9093,anna-marie#8824,for joining the TEC Agreements refresh kick-off meeting,1,8,3,eduardovegap#0422,Mount Manu#3530,bends#3537,4,7
646,951,621f79e243b89009366c8bf4,2021-08-26T22:00:00.000Z,natesuits#4789,iviangita#3204,for orientation stuff,1,8,3,innov8tor3#3988,Parrachia#0450,calazki#3961,4,7
647,620,621f79e243b89009366c8a5f,2021-08-19T22:00:00.000Z,akrtws (TE Academy)#4246,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,5,8,eduardovegap#0422,Mount Manu#3530,Usua◎ Silver#2618,4,7
648,618,621f79e243b89009366c8a5d,2021-08-19T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,5,8,Sha#6179,acidlazzer#5796,Usua◎ Silver#2618,4,7
649,1122,621f79e243b89009366c8cb2,2021-08-30T22:00:00.000Z,David (please DYOR...)#4116,chuygarcia.eth#6692,for attending our Comms WG and enriching our proposal for the commsdao,8,1,1,teaci#6108,Zeptimus#3359,kristofer#1475,3,7
650,431,621f79e243b89009366c898b,2021-08-12T22:00:00.000Z,trangnv#2156,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,5,8,Sha#6179,acidlazzer#5796,Usua◎ Silver#2618,4,7
651,1063,621f79e243b89009366c8c75,2021-08-26T22:00:00.000Z,liviade#1387,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,8,8,1,Sha#6179,tigeroid#2951,Mettodo#7010,5,7
652,1062,621f79e243b89009366c8c74,2021-08-26T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,1,8,1,AmwFund#0979,Mount Manu#3530,calazki#3961,3,7
653,1109,621f79e243b89009366c8ca5,2021-08-30T22:00:00.000Z,Zeptimus#3359,Zeptimus#3359,for yesterday transparency sync ⚡,1,8,5,AmwFund#0979,Mount Manu#3530,calazki#3961,4,7
654,876,621f79e243b89009366c8ba9,2021-08-26T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for all of their contributions in comms,1,8,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,5,7
655,235,621f79e143b89009366c8845,2021-08-05T22:00:00.000Z,Pronoia🐙🦘#2154,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,8,1,1,osycross(🦎🦎)#5943,Tam2140#9361,Usua◎ Silver#2618,3,7
656,504,621f79e243b89009366c89eb,2021-08-16T22:00:00.000Z,ALOYSIOUS#3049,liviade#1387,for joining soft gov!,3,1,8,Sha#6179,Tam2140#9361,Usua◎ Silver#2618,4,7
657,233,621f79e143b89009366c8843,2021-08-05T22:00:00.000Z,EvoMensch#5604,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,8,1,1,osycross(🦎🦎)#5943,Parrachia#0450,kristofer#1475,3,7
658,61,621f79e143b89009366c878e,2021-08-03T22:00:00.000Z,liviade#1387,solsista#5370,for participating in the 0mega working group,8,3,1,Sha#6179,tigeroid#2951,Mettodo#7010,4,7
659,107,621f79e143b89009366c87bc,2021-08-05T22:00:00.000Z,natesuits#4789,iviangita#3204,for coming to the Hatch Party and helping get extra people putting tokens into TEC,8,1,8,innov8tor3#3988,Parrachia#0450,calazki#3961,5,7
660,604,621f79e243b89009366c8a4f,2021-08-19T22:00:00.000Z,ALOYSIOUS#3049,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,1,8,Sha#6179,Tam2140#9361,Usua◎ Silver#2618,3,7
661,164,621f79e143b89009366c87f5,2021-08-05T22:00:00.000Z,mateodaza#3156,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,1,8,PhilH#1102,Tam2140#9361,Usua◎ Silver#2618,3,7
662,46,621f79e143b89009366c877b,2021-08-03T22:00:00.000Z,Tam2140#9361,liviade#1387,for joining soft gov yesterday and sharing very important insights!,8,1,3,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,4,7
663,1043,621f79e243b89009366c8c60,2021-08-26T22:00:00.000Z,Mettodo#7010,anna-marie#8824,for joining the TEC Agreements refresh kick-off meeting,1,8,3,Sha#6179,acidlazzer#5796,bends#3537,4,7
664,421,621f79e243b89009366c8981,2021-08-12T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,1,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,3,7
665,302,621f79e243b89009366c890a,2021-08-12T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for the work in Transparency,5,8,1,AmwFund#0979,Mount Manu#3530,calazki#3961,4,7
666,64,621f79e143b89009366c8791,2021-08-03T22:00:00.000Z,Mount Manu#3530,solsista#5370,for actively enriching the agenda for our next session on 18th,1,3,8,PhilH#1102,Parrachia#0450,divine_comedian#5493,4,7
667,624,621f79e243b89009366c8a63,2021-08-19T22:00:00.000Z,Adam B#4867,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,1,8,teaci#6108,Tam2140#9361,Usua◎ Silver#2618,3,7
